Johnson C. Smith University,Baseball,D2,CIAA
Livingstone College,Baseball,D2,CIAA
Saint Augustine's University,Baseball,D2,CIAA
Claflin University,Baseball,D2,CIAA
Bowie State University,Baseball,D2,CIAA
Shaw University,Baseball,D2,CIAA
Virginia State University,Baseball,D2,CIAA
Virginia Union University,Baseball,D2,CIAA
Fayetteville State University,Baseball,D2,CIAA
Lincoln University Pennsylvania,Baseball,D2,CIAA
Fort Valley State University,Baseball,D2,SIAC
Tuskegee University,Baseball,D2,SIAC
Savannah State University,Baseball,D2,SIAC
Morehouse College,Baseball,D2,SIAC
Miles College,Baseball,D2,SIAC
LeMoyne-Owen College,Baseball,D2,SIAC
Lane College,Baseball,D2,SIAC
Kentucky State University,Baseball,D2,SIAC
Benedict College,Baseball,D2,SIAC
Edward Waters University,Baseball,D2,SIAC
Clark Atlanta University,Baseball,D2,SIAC
Central State University,Baseball,D2,SIAC
Allen University,Baseball,D2,SIAC
Albany State University,Baseball,D2,SIAC
Bowie State University,Football,D2,CIAA
Elizabeth City State University,Football,D2,CIAA
Fayetteville State University,Football,D2,CIAA
Johnson C. Smith University,Football,D2,CIAA
Lincoln University Pennsylvania,Football,D2,CIAA
Saint Augustine's University,Football,D2,CIAA
Shaw University,Football,D2,CIAA
Virginia State University,Football,D2,CIAA
Virginia Union University,Football,D2,CIAA
Winston-Salem State University,Football,D2,CIAA
Savannah State University,Football,D2,SIAC
Albany State University,Football,D2,SIAC
Allen University,Football,D2,SIAC
Benedict College,Football,D2,SIAC
Central State University,Football,D2,SIAC
Clark Atlanta University,Football,D2,SIAC
Edward Waters University,Football,D2,SIAC
Fort Valley State University,Football,D2,SIAC
Kentucky State University,Football,D2,SIAC
Lane College,Football,D2,SIAC
Miles College,Football,D2,SIAC
Saint Augustine's University,Men's Basketball,D2,CIAA
Livingstone College,Men's Basketball,D2,CIAA
Lincoln University Pennsylvania,Men's Basketball,D2,CIAA
Johnson C. Smith University,Men's Basketball,D2,CIAA
Fayetteville State University,Men's Basketball,D2,CIAA
Elizabeth City State University,Men's Basketball,D2,CIAA
Claflin University,Men's Basketball,D2,CIAA
Bowie State University,Men's Basketball,D2,CIAA
Shaw University,Men's Basketball,D2,CIAA
Winston-Salem State University,Men's Basketball,D2,CIAA
Virginia Union University,Men's Basketball,D2,CIAA
Albany State University,Men's Basketball,D2,SIAC
Tuskegee University,Men's Basketball,D2,SIAC
Allen University,Men's Basketball,D2,SIAC
Miles College,Men's Basketball,D2,SIAC
Edward Waters University,Men's Basketball,D2,SIAC
LeMoyne-Owen College,Men's Basketball,D2,SIAC
Lane College,Men's Basketball,D2,SIAC
Kentucky State University,Men's Basketball,D2,SIAC
Clark Atlanta University,Men's Basketball,D2,SIAC
Benedict College,Men's Basketball,D2,SIAC
Central State University,Men's Basketball,D2,SIAC
Morehouse College,Men's Basketball,D2,SIAC
Fort Valley State University,Men's Basketball,D2,SIAC
Saint Augustine's University,Softball,D2,CIAA
Winston-Salem State University,Softball,D2,CIAA
Claflin University,Softball,D2,CIAA
Elizabeth City State University,Softball,D2,CIAA
Livingstone College,Softball,D2,CIAA
Fayetteville State University,Softball,D2,CIAA
Lincoln University Pennsylvania,Softball,D2,CIAA
Johnson C. Smith University,Softball,D2,CIAA
Shaw University,Softball,D2,CIAA
Virginia Union University,Softball,D2,CIAA
Virginia State University,Softball,D2,CIAA
Bowie State University,Softball,D2,CIAA
Tuskegee University,Softball,D2,SIAC
Albany State University,Softball,D2,SIAC
Benedict College,Softball,D2,SIAC
Central State University,Softball,D2,SIAC
Clark Atlanta University,Softball,D2,SIAC
Edward Waters University,Softball,D2,SIAC
Fort Valley State University,Softball,D2,SIAC
Kentucky State University,Softball,D2,SIAC
Lane College,Softball,D2,SIAC
LeMoyne-Owen College,Softball,D2,SIAC
Miles College,Softball,D2,SIAC
Savannah State University,Softball,D2,SIAC
Johnson C. Smith University,Women's Basketball,D2,CIAA
Lincoln University Pennsylvania,Women's Basketball,D2,CIAA
Livingstone College,Women's Basketball,D2,CIAA
Saint Augustine's University,Women's Basketball,D2,CIAA
Shaw University,Women's Basketball,D2,CIAA
Virginia State University,Women's Basketball,D2,CIAA
Virginia Union University,Women's Basketball,D2,CIAA
Winston-Salem State University,Women's Basketball,D2,CIAA
Elizabeth City State University,Women's Basketball,D2,CIAA
Claflin University,Women's Basketball,D2,CIAA
Bowie State University,Women's Basketball,D2,CIAA
Albany State University,Women's Basketball,D2,SIAC
Kentucky State University,Women's Basketball,D2,SIAC
Edward Waters University,Women's Basketball,D2,SIAC
Clark Atlanta University,Women's Basketball,D2,SIAC
Central State University,Women's Basketball,D2,SIAC
Benedict College,Women's Basketball,D2,SIAC
Allen University,Women's Basketball,D2,SIAC
Lane College,Women's Basketball,D2,SIAC
Fort Valley State University,Women's Basketball,D2,SIAC
LeMoyne-Owen College,Women's Basketball,D2,SIAC
Miles College,Women's Basketball,D2,SIAC
Savannah State University,Women's Basketball,D2,SIAC
Tuskegee University,Women's Basketball,D2,SIAC
